Name,Genres
The Godfather,"['Classics', 'Mystery', 'Historical', 'Mystery']"
The Selfish Gene,"['Science', 'Science']"
"Holy Blood, Holy Grail",[]
"Voyager (Outlander, #3)","['Historical', 'Romance', 'Fantasy', 'Science', 'Historical']"
Our Town,"['Classics', 'Drama', 'Academic']"
"Tarzan of the Apes (Tarzan, #1)","['Classics', 'Adventure', 'Fantasy']"
V.,['Classics']
"The Talisman (The Talisman, #1)","['Horror', 'Fantasy']"
We,"['Science', 'Science', 'Classics']"
Galápagos,"['Science', 'Classics']"
Trout Fishing in America,[]
Growth of the Soil,"['Classics', 'Drama', 'Mystery']"
Death Comes for the Archbishop,"['Classics', 'Historical']"
The Exorcist,"['Horror', 'Classics', 'Fantasy']"
The Lover,"['Classics', 'Romance']"
Pilgrim at Tinker Creek,"['Autobiography', 'Classics']"
I Am Legend and Other Stories,"['Horror', 'Science', 'Fantasy']"
"Guards! Guards! (Discworld, #8; City Watch #1)","['Fantasy', 'Fantasy', 'Science', 'Fantasy', 'Fantasy', 'Science']"
Underworld,[]
Lord Jim,"['Classics', 'Adventure', 'Historical', 'Classics']"
Message in a Bottle,['Romance']
A Thousand Acres,[]
The Remains of the Day,"['Historical', 'Classics', 'Historical']"
The Long Walk,"['Horror', 'Science', 'Science']"
The Rainmaker,"['Mystery', 'Mystery', 'Drama']"
Ariel,['Classics']
House of Sand and Fog,[]
"Doomsday Book (Oxford Time Travel, #1)","['Science', 'Science', 'Historical', 'Fantasy']"
The Day of the Triffids,"['Science', 'Classics', 'Horror']"
Still Life with Woodpecker,[]
In Search of Lost Time (6 Volumes),['Classics']
"Dragonflight (Dragonriders of Pern, #1)","['Fantasy', 'Science', 'Fantasy', 'Science']"
"The Celestine Prophecy (Celestine Prophecy, #1)",[]
"Little Town on the Prairie  (Little House, #7)","['Classics', 'Historical']"
Kim,"['Classics', 'Historical', 'Adventure']"
"Love Story (Love Story, #1)","['Romance', 'Classics']"
The Tao of Pooh,[]
Cosmos,"['Science', 'Science', 'Science']"
The Executioner's Song,"['Crime', 'Mystery']"
Civilization and Its Discontents,['Classics']
The Dead Zone,['Horror']
"The Black Stallion (The Black Stallion, #1)",['Classics']
The Age of Reason,['Classics']
Stoner,['Classics']
The Sheltering Sky,['Classics']
Ubik,"['Science', 'Classics']"
The Painted Veil,"['Classics', 'Historical', 'Romance']"
Dandelion Wine,"['Classics', 'Science', 'Fantasy']"
The Right Stuff,"['Science', 'Biography']"
Grendel,"['Fantasy', 'Classics', 'Academic', 'Fantasy']"
This Side of Paradise,['Classics']
The Secret History,['Mystery']
Waiting for the Barbarians,['Classics']
White Oleander,['Drama']
The Portable Dorothy Parker,['Classics']
The Thin Man,"['Mystery', 'Classics', 'Mystery', 'Mystery']"
Needful Things,['Horror']
"Look Homeward, Angel",['Classics']
The Poetry of Robert Frost,['Classics']
"God Bless You, Mr. Rosewater","['Classics', 'Science']"
Seven Years in Tibet,"['Biography', 'Autobiography', 'Adventure', 'Biography', 'Classics']"
"Flowers in the Attic (Dollanganger, #1)","['Horror', 'Mystery']"
The Color of Water: A Black Man's Tribute to His White Mother,"['Autobiography', 'Biography']"
How Green Was My Valley,"['Classics', 'Historical']"
The Lathe of Heaven,"['Science', 'Fantasy', 'Science']"
"Stargirl (Stargirl, #1)",['Romance']
Pedagogy of the Oppressed,[]
The Magic Mountain,['Classics']
"Mary Poppins (Mary Poppins, #1)","['Classics', 'Fantasy']"
"Hyperion (Hyperion Cantos, #1)","['Science', 'Fantasy']"
Chronicle of a Death Foretold,"['Classics', 'Academic']"
The Gospel According to Jesus Christ,['Historical']
Post Office,"['Classics', 'Mystery']"
Alias Grace,"['Historical', 'Mystery', 'Historical', 'Mystery', 'Classics']"
"Tai-Pan (Asian Saga, #2)","['Historical', 'Historical', 'Adventure']"
Storm of Steel,"['War', 'War', 'Autobiography', 'Biography']"
Cryptonomicon,"['Science', 'Historical', 'Science']"
The Witch of Blackbird Pond,"['Historical', 'Classics', 'Historical']"
A Lesson Before Dying,"['Classics', 'Historical', 'Academic']"
Tortilla Flat,['Classics']
Thoughts from Walden Pond,"['Classics', 'Biography']"
The Electric Kool-Aid Acid Test,['Classics']
Digital Fortress,['Mystery']
Daughter of Fortune,"['Historical', 'Historical']"
The Shell Seekers,"['Romance', 'Historical']"
The Threepenny Opera,"['Drama', 'Classics']"
"My Family and Other Animals (Corfu Trilogy, #1)","['Autobiography', 'Biography']"
"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)","['Fantasy', 'Fantasy', 'Science', 'Science']"
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,['Science']
Trinity,"['Historical', 'Historical']"
Tales of Ordinary Madness,[]
The Prime of Miss Jean Brodie,"['Classics', 'Historical']"
"Empire of the Sun (Empire of the Sun, #1)","['Historical', 'War', 'Historical']"
Fall on Your Knees,['Historical']
Where the Heart Is,['Romance']
"On the Banks of Plum Creek  (Little House, #4)","['Classics', 'Historical']"
At the Mountains of Madness and Other Tales of Terror,"['Horror', 'Fantasy', 'Classics', 'Science']"
Beach Music,"['Historical', 'Drama']"
Madness and Civilization: A History of Insanity in the Age of Reason,[]
Babbitt,['Classics']
"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",['Classics']
The Aleph and Other Stories,"['Classics', 'Fantasy']"
"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)","['Historical', 'Classics', 'Historical', 'Academic']"
Harriet the Spy (Harriet the Spy #1),[]
The Haunting of Hill House,"['Horror', 'Classics', 'Mystery', 'Fantasy']"
Love Medicine,['Historical']
Momo,"['Fantasy', 'Classics']"
The Winter of Our Discontent,"['Classics', 'Classics']"
The Naked and the Dead,"['Classics', 'War', 'Historical']"
The Guns of August,"['War', 'War', 'War']"
A Death in the Family,['Classics']
Crossing to Safety,['Classics']
"Kristin Lavransdatter (Kristin Lavransdatter, #1-3)","['Historical', 'Classics', 'Historical']"
The Penguin Complete Father Brown,"['Mystery', 'Classics', 'Mystery']"
Illusions: The Adventures of a Reluctant Messiah,"['Fantasy', 'Classics']"
Miss Lonelyhearts / The Day of the Locust,['Classics']
Herzog,['Classics']
"Ahab's Wife, or The Star-Gazer","['Historical', 'Historical']"
"Persepolis: The Story of a Childhood (Persepolis, #1)","['Autobiography', 'Biography']"
Main Street,['Classics']
A Year in Provence,"['Autobiography', 'Biography']"
"The Bad Beginning (A Series of Unfortunate Events, #1)",['Fantasy']
A Light in the Attic,['Classics']
"Women in Love (Brangwen Family, #2)",['Classics']
A Soldier of the Great War,"['Historical', 'War', 'War']"
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,['Mystery']
Wise Blood,['Classics']
Beneath the Wheel,['Classics']
"The Queen of the Damned (The Vampire Chronicles, #3)","['Horror', 'Fantasy', 'Fantasy']"
"Chocolat (Chocolat, #1)","['Romance', 'Fantasy']"
"Casino Royale (James Bond, #1)","['Mystery', 'Classics']"
Dolores Claiborne,['Horror']
Independent People,"['Classics', 'Historical']"
"Patriot Games (Jack Ryan, #1)",['Mystery']
Suttree,['Classics']
Skinny Legs and All,[]
Smiley's People,['Mystery']
The Moviegoer,['Classics']
"Plainsong (Plainsong, #1)",[]
Centennial,"['Historical', 'Historical']"
The Deptford Trilogy: Fifth Business/The Manticore/World of Wonders,['Fantasy']
"Ramona the Pest (Ramona, #2)",[]
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character","['Science', 'Biography', 'Science', 'Autobiography']"
We Were the Mulvaneys,[]
Cujo,['Horror']
"The Forever War (The Forever War, #1)","['Science', 'War']"
Batman: The Dark Knight Returns,[]
A Man for All Seasons,"['Classics', 'Drama', 'Historical']"
A Sand County Almanac and Sketches Here and There,"['Science', 'Classics']"
Christine,['Horror']
"One Fish, Two Fish, Red Fish, Blue Fish",[]
The Joy of Cooking,[]
Doctor Faustus,['Classics']
The Wasp Factory,"['Horror', 'Mystery']"
The Savage Detectives,[]
"The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes, #1)","['Mystery', 'Historical', 'Historical']"
Welcome to the Monkey House,"['Science', 'Classics']"
The Kitchen God's Wife,['Historical']
"Wind, Sand and Stars","['Autobiography', 'Classics', 'Adventure']"
Three Comrades,"['Classics', 'Historical', 'War']"
Generation X: Tales for an Accelerated Culture,[]
"The Bourne Identity (Jason Bourne, #1)",['Mystery']
"Magician (The Riftwar Saga, #1-2)","['Fantasy', 'Fantasy', 'Fantasy']"
Circle of Friends,"['Romance', 'Historical', 'Drama']"
"The Jewel in the Crown (The Raj Quartet, #1)","['Historical', 'Classics', 'Historical']"
The Protestant Ethic and the Spirit of Capitalism,[]
Sula,"['Classics', 'Historical']"
Desert Solitaire,"['Autobiography', 'Adventure']"
A Walk to Remember,['Romance']
"Drums of Autumn (Outlander, #4)","['Historical', 'Romance', 'Fantasy', 'Science', 'Historical']"
"Complete Poems, 1904-1962",['Classics']
Mila 18,"['Historical', 'Historical', 'War', 'War']"
The Call of the Wild/White Fang,"['Classics', 'Adventure', 'Historical', 'Historical']"
Solaris,"['Science', 'Classics']"
"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)","['Fantasy', 'Classics']"
The Man Who Was Thursday: A Nightmare,"['Classics', 'Mystery', 'Fantasy']"
Why I Am Not a Christian and Other Essays on Religion and Related Subjects,[]
The Women's Room,['Classics']
Discipline and Punish: The Birth of the Prison,[]
The Monster at the End of this Book,"['Classics', 'Fantasy']"
"O Pioneers! (Great Plains Trilogy, #1)","['Classics', 'Historical']"
Lucky Jim,['Classics']
Everything That Rises Must Converge: Stories,['Classics']
Lust for Life,"['Historical', 'Classics']"
Collected Poems,['Classics']
The Clown,['Classics']
We Have Always Lived in the Castle,"['Horror', 'Classics', 'Mystery']"
Lies My Teacher Told Me: Everything Your American History Textbook Got Wrong,[]
Kindred,"['Historical', 'Science', 'Fantasy', 'Science', 'Historical']"
"Clear and Present Danger (Jack Ryan, #5)",['War']
The Collected Poems of W.B. Yeats,['Classics']
Slouching Towards Bethlehem,"['Autobiography', 'Classics']"
Selected Poems,['Classics']
The Stories of John Cheever,['Classics']
A Son of the Circus,[]
And Quiet Flows the Don,"['Historical', 'Romance']"
The Leopard,"['Classics', 'Historical']"
Amerika,['Classics']
Lake Wobegon Days,[]
Last Exit to Brooklyn,['Classics']
Orientalism,[]
Cat on a Hot Tin Roof,"['Classics', 'Drama', 'Academic']"
"Speak, Memory","['Autobiography', 'Biography', 'Classics']"
"The Inimitable Jeeves (Jeeves, #2)",['Classics']
Deliverance,"['Classics', 'Horror', 'Adventure']"
Horton Hears a Who!,['Classics']
The Day of the Jackal,"['Mystery', 'Mystery']"
White Teeth,[]
The Good Soldier,"['Classics', 'Historical', 'Academic']"
"The Mysterious Affair at Styles (Hercule Poirot, #1)","['Mystery', 'Classics', 'Mystery', 'Mystery']"
"Perdido Street Station (New Crobuzon, #1)","['Fantasy', 'Science', 'Science', 'Fantasy']"
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),"['Mystery', 'Mystery']"
"Molloy, Malone Dies, The Unnamable (The Trilogy, #1-3)",['Classics']
Swan Song,"['Horror', 'Fantasy', 'Science', 'Science']"
Einstein's Dreams,['Science']
The Samurai's Garden,"['Historical', 'Historical']"
Birdy,"['Classics', 'War']"
The Castle,['Classics']
The Stone Diaries,[]
"King Rat (Asian Saga, #4)","['Historical', 'War', 'Historical', 'Classics']"
"Anne of the Island (Anne of Green Gables, #3)","['Classics', 'Historical']"
"The Valley of Horses (Earth's Children, #2)","['Historical', 'Historical', 'Fantasy', 'Romance']"
The Postman Always Rings Twice,"['Classics', 'Mystery', 'Mystery', 'Mystery']"
Seabiscuit: An American Legend,"['Biography', 'Sports']"
"A Child Called ""It"" (Dave Pelzer, #1)","['Autobiography', 'Biography']"
Helter Skelter: The True Story of the Manson Murders,"['Crime', 'Mystery', 'Horror']"
"Poetry, Drama and Prose","['Drama', 'Classics']"
The Perfect Storm: A True Story of Men Against the Sea,"['Adventure', 'Biography']"
Mein Kampf,"['Biography', 'Classics']"
Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,"['Biography', 'Autobiography', 'Biography', 'Classics']"
The Stars My Destination,"['Science', 'Classics']"
The Promise,"['Classics', 'Historical']"
Tropic of Capricorn,['Classics']
The End of Eternity,"['Science', 'Science']"
Ferdydurke,"['Classics', 'Academic']"
What We Talk About When We Talk About Love,['Classics']
Captains and the Kings,"['Historical', 'Historical', 'Romance']"
At Swim-Two-Birds,"['Classics', 'Fantasy']"
A Room with a View / Howards End,"['Classics', 'Historical', 'Romance']"
The Client,"['Mystery', 'Mystery']"
Cancer Ward,['Classics']
"Howl's Moving Castle (Howl's Moving Castle, #1)","['Fantasy', 'Romance', 'Fantasy']"
"Wizard's First Rule (Sword of Truth, #1)","['Fantasy', 'Fantasy']"
The Beach,['Adventure']
"The Maltese Falcon, The Thin Man, Red Harvest","['Mystery', 'Classics', 'Mystery', 'Mystery']"
The Beauty Myth,[]
"The King Must Die (Theseus, #1)","['Historical', 'Fantasy', 'Historical', 'Fantasy', 'Classics']"
"These Happy Golden Years (Little House, #8)","['Classics', 'Historical']"
Black Hawk Down: A Story of Modern War,"['War', 'War']"
"The Sword of Shannara (The Original Shannara Trilogy, #1)","['Fantasy', 'Fantasy']"
Lost Horizon,"['Classics', 'Fantasy', 'Adventure']"
Life and Fate,"['Historical', 'Classics']"
Arcadia,"['Drama', 'Classics', 'Historical']"
Katherine,"['Historical', 'Romance', 'Historical', 'Classics', 'Historical']"
The Joke,['Classics']
Junky,['Classics']
Factotum,"['Mystery', 'Classics']"
"Roll of Thunder, Hear My Cry (Logans, #4)","['Historical', 'Classics', 'Academic']"
"Farewell, My Lovely (Philip Marlowe, #2)","['Mystery', 'Mystery', 'Mystery', 'Classics', 'Mystery']"
The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,['Classics']
"By the Shores of Silver Lake  (Little House, #5)","['Classics', 'Historical']"
A Wild Sheep Chase,[]
The Road to Serfdom,[]
The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,['Science']
Invisible Monsters Remix,['Mystery']
The Fire Next Time,['Classics']
Alcoholics Anonymous,[]
Rocket Boys (Coalwood #1),"['Autobiography', 'Biography', 'Science']"
"Daughter of the Forest  (Sevenwaters, #1)","['Fantasy', 'Romance', 'Historical', 'Fantasy']"
The Structure of Scientific Revolutions,['Science']
"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",['Biography']
"Ada, or Ardor: A Family Chronicle",['Classics']
Smilla's Sense of Snow,"['Mystery', 'Mystery']"
"The White Dragon (Pern, #3)","['Fantasy', 'Science', 'Fantasy', 'Science']"
"The Lord of the Rings (The Lord of the Rings, #1-3)","['Fantasy', 'Classics']"
The Thief Lord,['Fantasy']
"A Swiftly Tilting Planet (Time Quintet, #3)","['Fantasy', 'Science']"
Tao of Pooh and Te of Piglet Boxed Set,[]
Being and Nothingness,['Classics']
"Mort (Death, #1; Discworld, #4)",['Fantasy']
The Book of the New Sun (The Book of the New Sun #1-4),"['Fantasy', 'Science']"
The Origin of Consciousness in the Breakdown of the Bicameral Mind,['Science']
"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)","['Classics', 'Historical']"
The Angela's Ashes/'Tis Boxed Set,"['Autobiography', 'Biography']"
Ham on Rye,['Classics']
Cosmicomics,[]
My Name Is Red,"['Historical', 'Mystery']"
"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)","['Historical', 'Historical', 'Romance']"
"Gorky Park (Arkady Renko, #1)","['Mystery', 'Mystery']"
The Unabridged Devil's Dictionary,['Classics']
Timeline,"['Science', 'Science', 'Historical']"
The Book of Laughter and Forgetting,['Classics']
The Illuminatus! Trilogy,"['Science', 'Fantasy']"
Nostromo,['Classics']
"The Golden Compass (His Dark Materials, #1)",['Fantasy']
Another Roadside Attraction,[]
"The Monkey Wrench Gang (Monkey Wrench Gang, #1)",['Classics']
"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)","['Mystery', 'Classics']"
The Three Stigmata of Palmer Eldritch,['Science']
"Gaudy Night (Lord Peter Wimsey, #12)","['Mystery', 'Mystery', 'Classics', 'Romance']"
Money,['Classics']
Paradise,['Classics']
Of Human Bondage,['Classics']
The Cost of Discipleship,[]
Rabbit Redux (Rabbit Angstrom #2),['Classics']
Truman,['Biography']
Immortality,[]
Going After Cacciato,"['War', 'Historical', 'Classics', 'Historical', 'War', 'Academic']"
The Collected Poems,['Classics']
Imajica,"['Fantasy', 'Horror', 'Science']"
Blue Highways,"['Autobiography', 'Adventure', 'Biography']"
"Dragonsong (Harper Hall, #1)","['Fantasy', 'Science', 'Fantasy']"
"Kane and Abel (Kane and Abel, #1)","['Historical', 'Drama']"
I Am Legend,"['Horror', 'Science', 'Classics']"
The Periodic Table,"['Science', 'Biography', 'Autobiography']"
Lincoln,"['Historical', 'Historical']"
Cat's Eye,[]
"Emily of New Moon (Emily, #1)","['Classics', 'Historical']"
"Assassin's Apprentice (Farseer Trilogy, #1)","['Fantasy', 'Fantasy', 'Fantasy']"
"The Border Trilogy: All the Pretty Horses, The Crossing, Cities of the Plain","['Historical', 'Classics']"
On Writing: A Memoir of the Craft,"['Autobiography', 'Biography']"
Chesapeake,"['Historical', 'Historical']"
Foundation and Empire (Foundation #2),"['Science', 'Classics']"
"Feet of Clay (Discworld, #19; City Watch, #3)",['Fantasy']
The Member of the Wedding,['Classics']
"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)","['Fantasy', 'Science', 'Fantasy']"
"Small Gods (Discworld, #13)","['Fantasy', 'Science']"
Madeline,['Classics']
Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,['Classics']
